_id,iz_id,um_id,broj
64702,96734,34821,624
64703,79030,3661,376
64704,38431,41706,918
64705,3107,75175,340
64706,19216,59908,576
64707,28311,51248,969
64708,99984,88087,115
64709,69572,96326,216
64710,5441,95660,629
64711,55208,50230,249
64712,60967,74012,447
64713,47049,8164,393
64714,18132,73969,693
64715,22405,59216,509
64716,72951,23778,801
64717,88917,77791,854
64718,59224,33291,25
64719,88105,3425,645
64720,31660,81384,913
64721,65453,89539,246
64722,52310,40229,96
64723,63238,23596,585
64724,83783,77734,823
64725,73188,77174,123
64726,3285,23418,471
64727,78829,61363,515
64728,45933,73549,391
64729,3164,60849,706
64730,6375,55395,209
64731,30404,21280,115
64732,81148,76751,650
64733,94874,6954,509
64734,67682,75357,217
64735,66532,11046,545
64736,63526,49546,734
64737,46278,7327,407
64738,99676,91779,853
64739,21165,80739,513
64740,44127,98826,749
64741,20191,39952,747
64742,77419,61077,449
64743,2184,14178,183
64744,14204,86500,931
64745,51731,83528,934
64746,34665,7539,108
64747,46050,6766,869
64748,56326,92631,411
64749,47088,66970,606
64750,51190,40318,398
64751,8733,5441,743
64752,10669,51168,697
64753,91402,1006,220
64754,64886,29392,229
64755,24499,52953,309
64756,84135,50193,674
64757,65972,60859,553
64758,16938,99387,402
64759,83569,83227,318
64760,83123,69417,599
64761,27451,65720,960
64762,5351,17975,303
64763,78873,86184,6
64764,64745,54903,547
64765,64806,73016,698
64766,44036,51473,20
64767,45099,55656,153
64768,38402,39051,902
64769,66632,43363,188
64770,16693,23662,56
64771,22005,5257,956
64772,72719,54408,614
64773,47219,63809,17
64774,32079,11829,352
64775,84693,24304,482
64776,98377,18674,962
64777,66402,41848,344
64778,1371,62302,743
64779,89618,17554,540
64780,77603,74737,950
64781,18897,50618,720
64782,44364,74255,509
64783,32472,98797,145
64784,69053,53163,836
64785,98637,31595,126
64786,6023,89275,61
64787,3905,19224,929
64788,6672,69087,346
64789,93568,77352,517
64790,62630,26170,73
64791,73850,48072,442
64792,58540,73488,671
64793,19455,97445,724
64794,82375,31862,366
64795,62846,6322,968
64796,24191,60460,751
64797,51479,18820,39
64798,64445,82062,659
64799,81022,68329,904
64800,90732,69496,407
64801,17175,61510,788
64802,1243,90377,509
64803,40546,87249,867
64804,89258,51164,84
64805,65855,28537,340
64806,5928,97029,99
64807,51508,44962,573
64808,42958,79282,966
64809,42351,69333,755
64810,70831,16451,245
64811,14261,79672,337
64812,39183,62241,737
64813,5577,96498,933
64814,13279,16095,862
64815,48071,79151,536
64816,31969,25503,654
64817,43533,26439,998
64818,68369,59348,141
64819,64651,66488,909
64820,81300,98023,979
64821,24502,21795,910
64822,16196,80319,917
64823,96896,92937,640
64824,6173,19316,441
64825,14711,73690,991
64826,6813,89166,374
64827,34215,35161,726
64828,90596,97150,41
64829,75199,16908,508
64830,94898,47165,964
64831,56546,15987,876
64832,82548,84473,966
64833,44919,40077,439
64834,54301,23839,40
64835,72318,20074,744
64836,45428,59966,197
64837,82988,10921,129
64838,96665,37596,308
64839,11464,34231,915
64840,31742,82384,794
64841,30288,3503,953
64842,91972,7621,349
64843,45174,72654,626
64844,54673,12540,33
64845,31451,5344,849
64846,46036,86092,409
64847,97982,14007,730
64848,10339,84989,930
64849,52809,69805,790
64850,15441,61622,733
64851,14787,30259,972
64852,14609,49398,893
64853,98183,60720,975
64854,40203,3072,734
64855,97061,17874,415
64856,14978,17756,91
64857,74143,92101,67
64858,59198,45013,563
64859,56513,69275,711
64860,10402,52877,320
64861,63464,55442,936
64862,50037,55550,323
64863,29541,1336,146
64864,80610,62202,577
64865,81923,85212,699
64866,36881,254,582
64867,13997,48344,86
64868,52413,69925,324
64869,42174,52700,670
64870,56082,35267,527
64871,13734,34972,3
64872,16732,2813,724
64873,27354,19112,505
64874,31599,38221,969
64875,10525,12022,358
64876,36527,30345,584
64877,14402,3907,546
64878,40276,82941,486
64879,1669,97521,662
64880,62883,13460,771
64881,9999,92998,326
64882,12670,73642,887
64883,10605,62138,523
64884,45274,86666,614
64885,86844,60620,688
64886,76953,46327,605
64887,10653,50442,243
64888,98169,60088,997
64889,75758,2038,559
64890,24877,52470,340
64891,43862,2142,778
64892,66565,96629,997
64893,65307,95161,324
64894,64176,25618,881
64895,95580,31654,915
64896,40202,591,230
64897,32451,18138,802
64898,53369,45197,296
64899,7776,18081,282
64900,10568,82818,461
64901,76371,76922,458
64902,82497,53303,105
64903,30165,4023,23
64904,3701,23738,333
64905,34572,63076,62
64906,71324,49895,18
64907,44178,35341,818
64908,14163,99973,155
64909,75468,95398,859
64910,36145,33781,785
64911,84864,99713,950
64912,241,57708,803
64913,99268,87886,163
64914,787,84354,823
64915,52268,92128,987
64916,66767,49392,317
64917,9362,66537,863
64918,91142,88663,964
64919,41448,38239,376
64920,11192,72639,131
64921,71549,11762,950
64922,72792,6550,629
64923,64881,63875,21
64924,13781,70828,218
64925,67783,56988,303
64926,47713,68592,548
64927,57336,71170,95
64928,70552,33051,50
64929,1933,9385,860
64930,10709,15485,824
64931,33521,71017,796
64932,96705,49962,791
64933,81226,44539,238
64934,51822,54522,4
64935,88500,13614,523
64936,10913,94347,551
64937,5628,99154,467
64938,87213,23701,491
64939,82741,4049,422
64940,40222,7239,350
64941,66553,28947,804
64942,11551,68088,529
64943,83987,30594,40
64944,18164,76543,801
64945,56634,21430,589
64946,99020,99362,912
64947,1675,62953,125
64948,2329,82361,771
64949,55524,97889,697
64950,18254,61821,110
64951,93420,26958,360
64952,46002,98553,983
64953,68900,80725,76
64954,45062,65813,201
64955,3426,84160,10
64956,50558,43866,687
64957,99949,5581,777
64958,38093,81268,500
64959,21244,77009,107
64960,88487,7644,626
64961,18444,55445,684
64962,61373,31054,673
64963,52494,22953,458
64964,752,913,269
64965,55255,42728,564
64966,94468,77745,46
64967,37339,96479,425
64968,82536,71435,136
64969,49642,50954,457
64970,74509,1766,367
64971,46941,87707,432
64972,22401,85728,662
64973,27250,85387,495
64974,36570,36862,232
64975,85342,15522,454
64976,93613,4755,152
64977,52086,13933,846
64978,95611,17822,985
64979,91594,45572,113
64980,17186,66588,610
64981,5956,86515,412
64982,21299,92867,956
64983,8356,69907,88
64984,32224,40954,464
64985,46075,97691,520
64986,10617,18952,794
64987,40836,42663,496
64988,42533,91969,866
64989,73680,13477,917
64990,60555,13655,680
64991,95307,93065,411
64992,74015,40656,530
64993,61749,56235,306
64994,11254,24300,640
64995,61043,31071,28
64996,44726,12427,949
64997,26221,20580,987
64998,92288,47794,252
64999,89681,3838,68
65000,81773,25163,602
65001,41091,47417,62
65002,87377,91925,659
65003,18696,97352,642
65004,34621,21869,16
65005,18804,15825,930
65006,82441,42108,479
65007,8912,93085,871
65008,29918,22661,548
65009,59266,85435,460
65010,35017,47138,807
65011,85161,36066,417
65012,30687,5394,873
65013,72728,39507,158
65014,97020,49977,917
65015,42187,4536,458
65016,30382,76334,241
65017,3620,93489,504
65018,98552,44222,59
65019,15432,30550,561
65020,45627,61618,843
65021,26082,17508,92
65022,3895,68903,920
65023,42064,82431,683
65024,68223,91999,481
65025,29982,3609,201
65026,4531,14394,899
65027,71876,69947,573
65028,4591,55681,858
65029,72632,14626,855
65030,58942,47229,480
65031,81410,8994,827
65032,83642,77926,398
65033,31230,19442,301
65034,55328,2789,959
65035,78892,4888,19
65036,23022,27488,241
65037,83591,85962,866
65038,72866,51640,409
65039,86554,27628,13
65040,28908,68161,363
65041,66915,28897,187
65042,57658,759,958
65043,85152,38278,592
65044,89563,10430,744
65045,44250,12130,665
65046,90871,72087,803
65047,62919,63516,519
65048,29399,6174,555
65049,11975,22029,425
65050,77948,77646,103
65051,97119,70751,592
65052,87996,94441,407
65053,7898,89011,639
65054,85122,88608,151
65055,67609,96007,583
65056,30710,86427,736
65057,75550,4106,791
65058,75307,26989,755
65059,59613,29807,525
65060,93950,9467,899
65061,80945,75578,104
65062,18010,67879,568
65063,69833,13745,449
65064,36680,98097,713
65065,42055,19726,893
65066,52903,86534,769
65067,11757,97380,44
65068,83530,55775,243
65069,30754,8034,333
65070,3932,44232,719
65071,87740,96364,336
65072,48741,89072,198
65073,98581,3699,271
65074,79491,50172,779
65075,32342,28517,617
65076,49021,16396,505
65077,29728,36308,939
65078,7848,64176,285
65079,15005,39344,96
65080,75091,82120,875
65081,8213,9707,535
65082,23225,32752,335
65083,28868,85299,132
65084,62311,12881,926
65085,75578,89648,389
65086,98439,44517,836
65087,69125,63207,470
65088,71232,76075,33
65089,5620,9094,848
65090,87261,41225,849
65091,93617,94357,71
65092,97830,57853,715
65093,96509,66001,689
65094,91754,24582,454
65095,52489,14888,98
65096,81412,19796,126
65097,16694,97917,424
65098,75063,32614,760
65099,93444,8444,619
65100,21637,30006,376
65101,63257,47659,177
65102,97660,71429,892
65103,59702,46491,735
65104,53340,5020,241
65105,27946,73109,401
65106,50074,69840,404
65107,73291,8603,886
65108,75825,10209,996
65109,78622,95854,691
65110,12453,51193,919
65111,28508,50041,660
65112,10757,98261,899
65113,34672,22196,724
65114,76778,76732,199
65115,46112,53377,500
65116,98817,12758,710
65117,85265,37291,838
65118,6204,363,345
65119,77437,99413,798
65120,24996,48122,801
65121,3910,88727,152
65122,32327,67903,600
65123,74731,42055,459
65124,59543,40766,132
65125,41909,88351,393
65126,23496,87380,352
65127,58871,48212,245
65128,61601,53459,588
65129,15693,9314,885
65130,78723,66626,3
65131,54502,79441,985
65132,73708,75421,359
65133,92524,23045,242
65134,95520,3884,292
65135,6501,7640,541
65136,37652,24935,828
65137,74812,35385,437
65138,14994,66856,97
65139,69520,89639,544
65140,61096,58337,566
65141,68165,27436,794
65142,87589,78824,383
65143,44822,80102,338
65144,42118,96176,91
65145,94435,15092,333
65146,95147,51104,970
65147,59019,93542,103
65148,93683,90259,950
65149,77375,73479,543
65150,16820,34989,386
65151,80007,37903,852
65152,59066,35507,29
65153,86889,71462,307
65154,422,36833,696
65155,17126,46319,647
65156,91640,75176,837
65157,24061,13766,98
65158,93110,47224,144
65159,88962,43440,916
65160,83701,71888,545
65161,90660,46684,820
65162,25261,7652,447
65163,13633,58411,15
65164,78964,16346,569
65165,19852,66538,4
65166,57465,61545,957
65167,92957,27472,322
65168,77978,58429,564
65169,57664,48509,370
65170,61041,93000,602
65171,36761,93490,430
65172,2205,26433,38
65173,40542,42848,119
65174,19022,49183,233
65175,3940,31309,822
65176,39668,45305,436
65177,93168,96079,117
65178,83235,82350,279
65179,49028,53679,179
65180,71094,24074,695
65181,23839,56989,382
65182,852,21351,295
65183,48039,63005,272
65184,34229,55038,794
65185,35335,63064,445
65186,33789,80889,292
65187,94220,8169,689
65188,94177,2518,203
65189,6288,56072,512
65190,28175,37541,653
65191,28594,11449,494
65192,51108,68742,366
65193,41039,31175,75
65194,18901,47536,163
65195,50401,88768,863
65196,86587,49717,422
65197,36572,73202,561
65198,51241,8698,2
65199,51449,30721,392
65200,87703,81801,253
65201,12474,81329,627
65202,65958,66037,970
65203,78014,8085,709
65204,52534,5811,412
65205,70149,98783,769
65206,22974,79995,613
65207,98225,34657,728
65208,97379,68197,717
65209,61332,38549,592
65210,99178,4271,311
65211,50543,86304,13
65212,37767,68779,353
65213,76514,51060,660
65214,30200,27599,160
65215,69992,84626,839
65216,14996,32077,758
65217,22635,65960,164
65218,38786,73821,992
65219,64422,61239,22
65220,15120,51260,183
65221,78353,72416,554
65222,18047,49969,833
65223,35013,92235,45
65224,14220,99095,823
65225,85069,1922,877
65226,55010,20356,193
65227,1960,20964,59
65228,1042,55107,966
65229,78397,60003,889
65230,90300,73454,812
65231,39525,26595,943
65232,99588,16855,913
65233,52593,40425,720
65234,55171,5614,132
65235,67077,56203,779
65236,56648,83973,176
65237,28496,18653,239
65238,53489,20608,327
65239,20236,47958,793
65240,86795,10185,226
65241,26949,4759,246
65242,59359,35922,781
65243,65626,62347,487
65244,79722,43610,473
65245,2555,19096,131
65246,61187,48535,305
65247,56162,97451,932
65248,29947,74086,511
65249,44567,45128,767
65250,24003,40373,263
65251,92687,61517,729
65252,7144,56269,476
65253,42072,9843,753
65254,32653,57315,343
65255,22354,55579,339
65256,98963,47778,471
65257,95443,94739,496
65258,69629,72871,3
65259,93175,24618,202
65260,79953,34,864
65261,16002,69407,316
65262,26036,6142,782
65263,96998,33425,305
65264,60282,33660,710
65265,19740,69084,575
65266,16290,93843,703
65267,67114,11077,730
65268,29793,22090,123
65269,52158,21887,980
65270,16078,31310,80
65271,29280,50817,284
65272,32641,64464,530
65273,8629,90100,298
65274,59161,7384,7
65275,6644,17496,585
65276,14993,80275,977
65277,73851,83619,482
65278,51932,8265,514
65279,46078,51687,580
65280,1893,46732,69
65281,72524,93251,150
65282,30842,93588,768
65283,21628,15505,486
65284,76573,65332,433
65285,54384,54094,331
65286,20047,45851,954
65287,30036,69294,335
65288,6334,79717,97
65289,30810,29531,562
65290,49240,2542,907
65291,90254,46545,183
65292,99064,4727,215
65293,58579,20362,293
65294,16698,40670,874
65295,65372,82703,948
65296,42744,63890,964
65297,13421,83927,981
65298,15288,10534,1000
65299,48593,5187,466
65300,55551,77706,563
65301,39865,81994,492
65302,20905,25792,66
65303,48753,60905,213
65304,86766,11450,572
65305,6909,64140,20
65306,9009,46773,812
65307,11193,27840,127
65308,25849,420,216
65309,88206,43162,253
65310,50982,33547,690
65311,69839,92660,350
65312,15318,72063,678
65313,15798,30486,409
65314,72337,95478,699
65315,64046,72702,698
65316,81069,9266,14
65317,33424,21355,852
65318,48985,95427,724
65319,9503,42025,659
65320,5038,82760,634
65321,13982,71642,213
65322,49989,84199,106
65323,86820,43293,805
65324,46106,69116,232
65325,12023,77572,953
65326,60419,13757,13
65327,34014,41903,963
65328,9297,22249,715
65329,11719,83778,119
65330,15813,73052,306
65331,893,87371,885
65332,30292,71868,708
65333,49503,87951,187
65334,50786,9335,852
65335,659,34859,438
65336,71034,8250,112
65337,95130,47708,169
65338,44573,17152,559
65339,27584,89074,435
65340,72208,72935,923
65341,44124,92477,4
65342,35808,89296,103
65343,71493,76984,886
65344,31705,55173,657
65345,55843,2524,742
65346,45671,45549,914
65347,84713,18734,682
65348,90874,22460,772
65349,47060,45616,907
65350,25863,9886,87
65351,59100,55630,655
65352,45265,18986,735
65353,29673,43522,538
65354,63427,39868,55
65355,81461,8761,176
65356,27694,46111,418
65357,95266,74992,949
65358,83413,33263,836
65359,21807,47710,846
65360,95099,23672,134
65361,17229,60679,981
65362,24254,73943,554
65363,96458,90282,812
65364,34100,41709,624
65365,98378,6684,207
65366,43416,13281,50
65367,99094,34779,280
65368,85190,83353,32
65369,56208,95399,131
65370,76021,26429,541
65371,49451,75529,97
65372,54651,42980,635
65373,17229,17510,5
65374,26435,78955,97
65375,1859,57743,52
65376,29311,99549,833
65377,45394,24307,825
65378,31234,82959,79
65379,95226,13713,315
65380,37935,34092,719
65381,13065,4419,210
65382,46534,39682,872
65383,31854,13511,600
65384,40489,49066,624
65385,41709,12473,149
65386,67580,35525,504
65387,45105,15434,686
65388,49058,38572,20
65389,98761,99962,251
65390,77626,33765,623
65391,51893,47187,153
65392,33076,30654,850
65393,17569,31092,802
65394,71122,23557,765
65395,76587,77333,551
65396,96695,96796,892
65397,37035,71113,894
65398,96227,68384,234
65399,79196,72169,795
65400,94141,9963,989
65401,76445,39568,290
65402,5115,32630,746
65403,89497,22690,644
65404,1377,43926,139
65405,8806,28048,730
65406,35241,5925,983
65407,24547,29169,188
65408,18194,23960,820
65409,68570,28638,135
65410,6566,34553,910
65411,32593,68564,704
65412,98458,90880,571
65413,20068,1408,738
65414,60987,26584,264
65415,30969,95106,68
65416,35459,65944,354
65417,87717,19696,582
65418,80652,7586,293
65419,16759,1200,487
65420,57985,21323,881
65421,86308,759,702
65422,52674,27300,68
65423,16808,46509,262
65424,28263,99039,322
65425,28214,21930,642
65426,62440,52897,36
65427,1436,27135,994
65428,66341,20050,547
65429,5934,76120,747
65430,70746,45457,805
65431,92837,57733,289
65432,57799,25035,2
65433,68933,70110,431
65434,30880,48901,108
65435,907,55924,960
65436,89136,36665,121
65437,81528,62528,662
65438,30970,81131,818
65439,11798,69519,377
65440,45576,17622,628
65441,9003,47322,554
65442,95608,52170,567
65443,97469,53070,18
65444,17833,25529,4
65445,576,13608,443
65446,18944,14105,165
65447,4102,51152,47
65448,53993,62307,367
65449,55024,45029,665
65450,46175,95677,756
65451,39474,94273,482
65452,77533,14538,734
65453,44541,72109,49
65454,46939,42071,843
65455,76471,99305,935
65456,95170,22,998
65457,24196,87292,460
65458,56322,27423,968
65459,24002,86546,965
65460,12572,78110,680
65461,86152,45357,479
65462,58313,30956,440
65463,6058,72848,978
65464,89214,50167,773
65465,49771,94364,606
65466,51697,46806,875
65467,42224,62799,654
65468,89155,81711,70
65469,32460,5775,777
65470,55803,51951,806
65471,10138,69022,447
65472,18820,88128,541
65473,50036,78047,390
65474,39009,47254,947
65475,50167,57149,936
65476,27414,35746,446
65477,81633,30630,839
65478,56250,34651,440
65479,13388,64642,187
65480,47837,21876,607
65481,32699,27898,684
65482,85082,22942,319
65483,79059,36152,354
65484,93830,3798,216
65485,10705,1673,687
65486,36364,69634,376
65487,68896,60181,79
65488,14786,18445,711
65489,43407,73023,131
65490,20968,70279,222
65491,75356,50284,979
65492,32325,67830,51
65493,29733,95239,409
65494,93634,61832,234
65495,24977,27259,398
65496,70838,16498,140
65497,13182,18488,931
65498,77173,81308,627
65499,93278,33222,318
65500,54335,32886,627
65501,32971,60988,701
65502,6752,39812,817
65503,44125,51923,372
65504,40201,37675,530
65505,29242,73069,860
65506,23277,68438,339
65507,82917,7180,30
65508,17928,49157,217
65509,11454,31748,367
65510,88269,6098,365
65511,15964,76609,28
65512,70370,25189,339
65513,65047,91588,388
65514,46427,65639,548
65515,77856,64912,195
65516,59745,1240,876
65517,90789,11751,231
65518,9350,20589,212
65519,67727,16114,912
65520,39330,33583,811
65521,71974,77052,259
65522,3472,81819,943
65523,11527,90609,34
65524,41010,13738,311
65525,54751,8225,15
65526,42693,89182,176
65527,15527,75469,204
65528,66704,73224,60
65529,26216,17211,205
65530,86607,82654,768
65531,11377,68957,106
65532,2694,65807,34
65533,63157,11344,881
65534,810,50860,234
65535,11741,85452,381
65536,13285,95472,316
65537,95391,20355,598
65538,44878,66504,569
65539,18505,22118,316
65540,84461,73747,121
65541,85577,42673,503
65542,33117,12380,383
65543,92177,98868,432
65544,93114,49033,997
65545,48443,63237,932
65546,31189,21651,994
65547,54961,86288,251
65548,49342,1161,294
65549,95095,36298,232
65550,22100,93654,462
65551,70086,22136,576
65552,72943,16121,896
65553,37662,18409,24
65554,84923,39477,198
65555,39034,38697,262
65556,59157,66554,880
65557,15089,26071,340
65558,61404,86501,773
65559,81805,95993,729
65560,75986,2690,162
65561,25613,44800,949
65562,68854,74618,47
65563,46011,77457,677
65564,38369,80537,461
65565,5665,20054,946
65566,48620,86118,489
65567,18554,74453,112
65568,6934,94468,219
65569,68971,59833,330
65570,82912,68044,824
65571,84648,38772,457
65572,71652,48808,982
65573,4715,94050,357
65574,24073,62421,64
65575,25011,3974,389
65576,54984,51356,9
65577,90064,50010,687
65578,85688,14883,679
65579,17717,90854,788
65580,14368,71141,575
65581,39606,29709,958
65582,23019,239,298
65583,99911,39470,326
65584,44710,40225,268
65585,18577,59903,398
65586,15661,3250,802
65587,58249,62712,447
65588,33153,96400,557
65589,55330,84535,322
65590,71166,17592,923
65591,42436,88831,533
65592,19824,31213,846
65593,96230,25652,968
65594,68557,91149,606
65595,16299,63574,323
65596,42937,7834,481
65597,13206,61131,350
65598,70539,89201,620
65599,21645,8939,880
65600,36211,41614,370
65601,30341,15582,599
65602,64453,96125,622
65603,51852,21598,894
65604,89762,59515,873
65605,68037,37492,601
65606,34941,69318,884
65607,47030,24407,557
65608,86383,47248,46
65609,79247,2858,545
65610,87427,66125,428
65611,68511,23125,855
65612,42576,68119,960
65613,26263,46454,531
65614,98966,47599,226
65615,30142,2251,852
65616,962,51939,807
65617,60661,83249,86
65618,95023,35453,708
65619,94554,99999,798
65620,70530,19330,934
65621,45545,71545,932
65622,68538,90305,993
65623,4239,53322,379
65624,99407,63104,882
65625,2345,95116,620
65626,38695,86393,723
65627,70048,17109,737
65628,46101,87757,862
65629,14107,31016,431
65630,98729,43870,129
65631,87061,37815,81
65632,39043,37467,139
65633,99741,94416,32
65634,19057,3847,463
65635,49930,14111,880
65636,84724,3069,136
65637,35459,31585,368
65638,11253,55100,612
65639,90653,41337,601
65640,99507,32463,753
65641,25242,84215,392
65642,89494,93391,88
65643,80411,74210,883
65644,89237,44500,201
65645,34556,2489,298
65646,83219,67176,144
65647,47997,64120,994
65648,42994,96182,325
65649,58033,55515,722
65650,17475,86292,378
65651,51897,82434,665
65652,6088,56380,403
65653,45782,57389,902
65654,14574,52741,848
65655,55862,11940,37
65656,17108,5160,107
65657,67362,92998,817
65658,89932,87892,218
65659,24474,33610,463
65660,63797,85065,538
65661,16551,61672,369
65662,3368,6167,232
65663,12688,52063,333
65664,70221,83687,625
65665,8561,8677,479
65666,2648,89020,630
65667,92065,24504,805
65668,34958,1859,980
65669,58367,64661,343
65670,45153,18618,664
65671,57208,82885,117
65672,50237,41642,61
65673,1112,67810,635
65674,38779,18593,312
65675,82942,61927,581
65676,70940,16722,817
65677,11884,74354,846
65678,4892,50890,826
65679,19723,38561,601
65680,74539,88306,817
65681,7934,99008,274
65682,47732,4082,921
65683,20659,96393,507
65684,3134,11280,228
65685,89516,57080,746
65686,36786,86616,937
65687,41593,74331,319
65688,58204,38092,22
65689,8232,30040,817
65690,69688,29992,718
65691,79310,97281,989
65692,58763,27595,476
65693,2140,23959,624
65694,22928,27818,44
65695,45828,75966,21
65696,39705,13096,108
65697,95380,5213,145
65698,54379,27376,810
65699,98004,80144,711
65700,52717,78871,714
65701,99461,32362,164
65702,57826,20428,412
65703,17689,91309,37
65704,38794,62988,684
65705,62164,76060,530
65706,96653,4232,502
65707,19443,73030,452
65708,24499,84767,789
65709,56083,81215,903
65710,47328,12482,4
65711,11283,19164,725
65712,93706,56047,561
65713,55905,69385,797
65714,75674,54908,465
65715,41808,49457,470
65716,69404,84386,371
65717,67625,32752,252
65718,5275,64131,313
65719,60845,49130,307
65720,17470,97395,70
65721,72221,35858,28
65722,3688,74001,744
65723,35030,20344,705
65724,36294,85107,149
65725,52617,45049,101
65726,37676,99613,708
65727,54773,96546,418
65728,56460,71270,34
65729,50464,95694,628
65730,39722,63788,212
65731,70446,29121,51
65732,98040,40739,45
65733,77912,25947,181
65734,37492,60845,351
65735,36840,18859,507
65736,2341,76009,479
65737,63124,52007,428
65738,90061,48929,253
65739,96558,68800,59
65740,4296,11712,956
65741,43728,36847,82
65742,79507,17397,1
65743,24218,82850,606
65744,83721,6390,300
65745,47506,50830,983
65746,58122,94606,62
65747,47506,38102,473
65748,56242,52011,706
65749,37691,72765,560
65750,25592,72648,99
65751,41610,38953,971
65752,13750,47926,295
65753,25298,13410,508
65754,49095,24563,108
65755,53186,49911,393
65756,70341,39536,282
65757,47937,61991,535
65758,22707,22987,310
65759,25683,72611,223
65760,67125,75088,541
65761,98286,43295,835
65762,63759,88761,586
65763,87925,75468,488
65764,88747,69387,921
65765,97251,70253,667
65766,52922,50060,251
65767,70981,95583,34
65768,90998,72627,746
65769,59231,61904,578
65770,96940,96098,221
65771,14919,78113,977
65772,34821,78086,390
65773,41728,92121,441
65774,19267,29135,254
65775,29413,82255,240
65776,7165,69360,760
65777,81724,59319,309
65778,76307,26733,466
65779,91551,74284,237
65780,65943,99848,737
65781,65404,20884,372
65782,18486,70469,978
65783,62971,88623,152
65784,52377,48916,283
65785,65947,29596,438
65786,55843,89481,579
65787,84543,89066,309
65788,87163,60536,723
65789,19030,95128,219
65790,4512,254,138
65791,35761,89388,155
65792,24883,46839,234
65793,23949,95277,681
65794,49198,96331,637
65795,87821,20420,350
65796,96760,96833,823
65797,53443,13036,742
65798,50901,27875,600
65799,89368,64930,180
65800,13306,66491,713
65801,16921,94271,721
65802,80868,20267,531
65803,98514,84086,778
65804,15426,96277,209
65805,67981,3857,99
65806,71990,20723,197
65807,10566,77061,741
65808,41421,65463,281
65809,17493,91502,795
65810,69421,29123,473
65811,40277,49777,413
65812,56496,66577,719
65813,46573,46784,35
65814,83988,97794,175
65815,96491,15051,897
65816,66423,25934,729
65817,11207,15895,259
65818,77562,24211,26
65819,86623,49933,339
65820,82870,80793,393
65821,27142,67083,446
65822,93307,67912,377
65823,9874,83219,409
65824,55793,36078,189
65825,27380,29022,251
65826,77413,43569,278
65827,1336,91743,751
65828,97149,70160,515
65829,38646,81412,973
65830,23200,20272,994
65831,51924,58831,558
65832,95854,45676,246
65833,31838,86952,527
65834,69921,70976,396
65835,76770,89577,426
65836,62929,37185,703
65837,63468,39014,638
65838,49697,47137,717
65839,29697,28522,887
65840,57151,10155,281
65841,70295,95252,650
65842,35789,19456,139
65843,3926,85752,789
65844,30641,50547,686
65845,2786,57488,887
65846,49826,24975,562
65847,24767,81674,956
65848,45898,67257,518
65849,22384,61165,759
65850,99520,92057,248
65851,62515,20544,735
65852,36036,1016,758
65853,91807,58675,484
65854,95001,95356,346
65855,18230,29265,79
65856,94507,98233,736
65857,35048,8735,802
65858,45348,3390,530
65859,44840,42660,983
65860,77724,37038,136
65861,4580,64759,331
65862,900,17737,232
65863,46973,3371,46
65864,88307,507,281
65865,33340,6785,139
65866,29710,11739,203
65867,29341,10988,545
65868,62993,82246,739
65869,88327,16416,969
65870,10248,70715,239
65871,51315,94760,742
65872,48704,84690,4
65873,44253,84978,413
65874,65353,61675,123
65875,51099,62114,979
65876,70807,33152,320
65877,88046,66037,490
65878,84921,84264,673
65879,81295,36683,798
65880,17624,53525,746
65881,23434,58718,818
65882,61978,25736,502
65883,59482,20505,748
65884,42498,23075,568
65885,11191,93714,213
65886,4843,60775,359
65887,78826,80986,959
65888,47609,90096,548
65889,58609,70922,192
65890,10023,33614,137
65891,66645,88599,618
65892,77590,60902,511
65893,76342,82560,877
65894,51948,57606,933
65895,18690,70744,483
65896,72423,72306,994
65897,49479,3978,170
65898,79751,51953,653
65899,39887,88707,691
65900,5301,27528,98
65901,87058,56151,26
65902,8048,390,734
65903,35938,26424,395
65904,5017,45037,905
65905,71309,46352,201
65906,36156,26820,723
65907,68724,19808,468
65908,39658,69610,584
65909,91110,84119,540
65910,45523,8309,274
65911,97686,36287,5
65912,81152,72436,935
65913,39252,78417,864
65914,63808,49706,297
65915,88489,65830,151
65916,54192,57101,444
65917,25174,17368,915
65918,58365,34831,722
65919,57919,50291,212
65920,97656,52282,69
65921,31163,4457,527
65922,98092,48359,291
65923,69532,75213,718
65924,42463,16190,332
65925,44737,86667,288
65926,67414,2112,515
65927,54198,58849,738
65928,6019,39588,113
65929,12953,51448,839
65930,67389,63362,186
65931,108,28906,61
65932,1882,77743,259
65933,30367,94202,103
65934,95811,77788,750
65935,10213,17490,543
65936,29397,91079,958
65937,29492,73282,320
65938,50786,71345,754
65939,8458,5331,761
65940,24468,55522,287
65941,55726,26795,192
65942,35444,67246,763
65943,22258,76599,724
65944,70284,23401,211
65945,93664,64609,230
65946,39141,68261,703
65947,14713,71715,307
65948,71570,41869,989
65949,68018,95587,656
65950,79813,36060,840
65951,79875,80586,179
65952,32485,42419,882
65953,22548,1841,219
65954,77520,61731,575
65955,91571,50366,48
65956,64706,86631,195
65957,66195,35221,899
65958,71416,43767,820
65959,55760,37984,798
65960,37708,32768,781
65961,55651,3810,582
65962,685,24490,786
65963,17779,15153,96
65964,34985,63027,40
65965,35601,20074,50
65966,6080,87730,271
65967,95761,8940,942
65968,91808,11186,858
65969,84717,76292,259
65970,48723,19516,879
65971,3327,77721,9
65972,18217,85795,664
65973,95225,15531,721
65974,87777,47813,447
