um_id,m_id,interpretacija
58787,44,VEIGTJRFFNJWUEJYI
58788,20,GKXJBUMGPNIEF
58789,28,BPEKPCDJYLUSBNXY
58790,48,GLNSLWDMNYJ
58791,18,NXJMDQCJ
58792,9,VPRWSK
58793,4,OFNMZDQZFAFHITBT
58794,5,JASBSF
58795,3,HZGOGOP
58796,23,YVAJDCVMEAOUXNVNIE
58797,2,BDEQTBVOCRBIGWID
58798,1,OARTJCKREH
58799,28,KHLWNSDZVMEGMKDLT
58800,29,PNRTLMCECJF
58801,47,EWUQFFRLCKRI
58802,23,LVTBWDFK
58803,29,LQYXYIAJLJKZBA
58804,36,GKOIZJCZK
58805,42,LCQJKDUUBNGZO
58806,42,SLNGUXBVAO
58807,30,TETCZZR
58808,39,SYZAGQL
58809,8,VGTXLI
58810,4,HTDVVOVDPNR
58811,21,ZRPPXNGZTMKWXGNP
58812,12,DLWRVGKVWJU
58813,41,UHSMDAQANLGKS
58814,46,TCDIB
58815,16,LPDABDYMQSC
58816,18,OWTCMSGMCP
58817,29,NONGRWM
58818,24,CUJMZSCJGK
58819,35,MNWGJ
58820,3,FIYULPADWKEMRWQQUT
58821,17,VUKLBPYDSOMZ
58822,20,FARRKGWSIKVGGUH
58823,36,EZAMOZJFTOWOGRRONSSW
58824,11,YPCNRRKLNXLWWRCJZ
58825,35,FODQVGZGCTFCI
58826,24,BFBXNOEZI
58827,7,LONSPMOOUP
58828,21,REHJGNZPKEDHGE
58829,22,ZCGLDOUHHZSKZNEFNPLJ
58830,25,MIBYMGQRRFJOYET
58831,3,FSTMEJZWEJLPVZGTG
58832,46,LJZBLIGXLPGKFSLDC
58833,32,OMXQTHV
58834,25,BZOQQUTFAXQGA
58835,37,LVNOCMAUBTNF
58836,12,SXPNXFAVTPURNICOH
58837,1,SSLVNINTTKKSF
58838,3,AISGEWY
58839,47,VXNKVNQAHVHABQ
58840,10,QNSMOAHGLAQA
58841,15,XXJJAFPASZQBPJA
58842,34,WIBTMHLDMONGQSYQMU
58843,11,LLFCWLDV
58844,5,HDYPTADQBICKTJDO
58845,39,VVUHKLFXOCSN
58846,49,CXLST
58847,16,NYVNGKADXS
58848,24,HFDJADAAW
58849,14,AHROYCLYKHULRSLLQ
58850,10,WECCZLYTLXQKWVPDGSD
58851,26,YPZDC
58852,47,HGFDV
58853,13,GUBUJEDJMRKLA
58854,6,GPGWYFHEBMFZTBALUQ
58855,3,GQVNCJGACCOUHBDNN
58856,38,JEWGJDYQVGWJFSN
58857,29,UHUNKE
58858,8,PNCMPXUHTRRSOUTGTS
58859,18,XWCMGD
58860,47,ZVLTIERCMOBCLPRDWL
58861,5,VAIJMCJOVPRSPGZLD
58862,18,YNEMCROYYTBFISQEHYR
58863,11,FQCCLC
58864,42,YHARY
58865,10,QGNIIMVLJZXEEWN
58866,36,CTETWRQHETPJWBBYDJFD
58867,41,ZETDPLYM
58868,33,NKLXDAZNGMBRBDMQTQKF
58869,41,PTDTUIFH
58870,38,TWGNEJQSMBBCED
58871,42,MWAVKMLWJAL
58872,33,IXXJFIQSXVCQDOZETJ
58873,43,DYNFVTEAUZFSO
58874,20,REYTBJHVTGATUSDLRNUB
58875,5,KSURPF
58876,14,SJKONLQYYXJRCVPYTON
58877,8,DAQVQIKJYQYR
58878,3,YNVVVWDWSALUYIPIDK
58879,33,DYUVT
58880,35,PDNTAPCEUFBOBWLXNGPY
58881,14,YBZZOOYFKAYUTS
58882,30,XGNPGHMOUUP
58883,20,QFODZAPWKADKZNADWGVJ
58884,24,GAPINCKTSABFOQ
58885,46,YDQCILWTLVDJ
58886,20,VDEVYZ
58887,37,GBZURUENMTWHREJ
58888,37,WKUAJ
58889,32,DUJIMWJVZCK
58890,2,ZBENB
58891,45,JLBBYUPLXSDX
58892,3,JGOBLCWINDXXFUUPIWL
58893,34,LWATIDSVT
58894,12,ZVNNFACYUZT
58895,9,IKXVZ
58896,3,SXASDTWPEOMTWXTWDG
58897,19,RVBPLHEVYVMXD
58898,15,OYSGOLF
58899,28,JMIEBKBSA
58900,21,BSVMFBFCJJPBRLDND
58901,49,LULXEZR
58902,27,XQFIH
58903,27,RBDNIXODGQRZOKIEJHXN
58904,37,YSCKAKEUIJ
58905,32,EBJMJQZPY
58906,20,ORGEBOOIIRSKH
58907,7,RGCPYRIOTUBAXLAFM
58908,2,UWSBQUKDNKPABLVH
58909,31,ZHHTHMOO
58910,15,QNPTHXNLITSXAOBMBR
58911,34,CUIQPQQSDTVFB
58912,39,JOTZUKIHSCTJHWRRH
58913,50,PTLEGGWZOF
58914,10,BARHCN
58915,44,BPKVZE
58916,14,DHMUKPHCKNGIBGLFF
58917,14,TWRVXIU
58918,35,SZIUCXCWRTVIHPJKIPAR
58919,11,USIPFQBUGMEWTAFVFEEF
58920,47,CEPOKPWFS
58921,32,NUSUFJQAUUNMO
58922,47,OIXMRDIEDLQOMSOPEHG
58923,34,XXSGNRIHIWNVLZGKSQ
58924,31,XYIGDQSQHVCQPGQRHPA
58925,3,AILAIPWZCIBDRFDKMLS
58926,6,GBVYNUWKGEWR
58927,19,FTFQXKXXQNSPDWDLTL
58928,25,BCNSKQSJ
58929,19,OGGDAQG
58930,32,WCEZZJTRABSY
58931,27,HWBDHIVYJU
58932,42,QBHEDKFLNSS
58933,50,BDMMHCRKGTRITX
58934,15,DEXPCIAAK
58935,39,EACSVGNGSTWINBV
58936,4,AHTMHKJGQBFWNIIJ
58937,6,EBRMUGEZNRBBMCJCM
58938,50,GQCKDPYIPHRBDNCQFA
58939,26,CWPEVIPFU
58940,21,DPTVZS
58941,24,YPYJLZRY
58942,44,VFAIVQTMENUVSFJUPFQZ
58943,23,NCURNZQPRYKEVP
58944,47,TSNZCWTVM
58945,6,HFLCGDOXXGZSSUYJNHY
58946,6,JBIQLVHK
58947,6,XBBPWPHJS
58948,7,PAEDXPDMBCSU
58949,5,UTIVBBYFTKOSPYPNJKDM
58950,42,APGPGRXMM
58951,12,WRKUTEUROQA
58952,12,THAIQUUPOZDCDUDAT
58953,11,LNSIEUTPTZLFUKJLH
58954,1,PKHYDHKAUDMDZ
58955,23,WMGNHZLHOQLVFAV
58956,45,XMLSLHLVKGXGFIPMFGB
58957,18,OBNIOKCCA
58958,29,WDVYEWCRQTOFVOTOT
58959,41,BRAVTMGEYLHGSUFB
58960,11,FBBOEYUKSUN
58961,20,HKUWWTLPWRQTAO
58962,31,BBIRDQMAUEJJWAK
58963,29,HKSFDMXMGQUOEGY
58964,6,BSRRRYAAPXR
58965,50,GXPWAUVBQAKS
58966,15,ZHMQMB
58967,50,PRVEO
58968,9,PUQKQZN
58969,1,VIGYKTJEJAP
58970,14,HCJFQWQLA
58971,23,MEWBT
58972,27,DWHENCL
58973,21,FBKRALYKHLD
58974,37,TNJWRJZN
58975,5,LSBLV
58976,33,AULOTXYMIERMECUCYT
58977,33,GEHLBCS
58978,31,QCVZDOHFNVZZQTBLQBD
58979,26,RMBFKXDRXISDEIQWMBB
58980,12,BDYFFNF
58981,32,ZFLKXDYPAXDLGRTGCX
58982,3,BOFRZXG
58983,23,OFBFSULDIPNM
58984,1,SLDVQBREZ
58985,45,FYBOQXHHH
58986,9,WEJKQOIHLFLXXAUUU
58987,12,RWLYX
58988,23,RQKRADNORDGM
58989,35,XLDGTQQXOYYX
58990,11,HYYFW
58991,14,RWZXFEJWXHFFAODANUO
58992,5,CMWWGKAUAWJWD
58993,7,OTFLMZTXALQWXI
58994,13,ERJCSJTVPKLLGL
58995,35,LLIEQGFHXUQAJIOR
58996,18,YLHYIYRKHPKOG
58997,35,QUEIWWR
58998,9,BQIKQUJSYLUE
58999,43,RYHBAAORJPVIA
59000,23,BEUEBL
59001,32,MJBUURZKIGMG
59002,41,ZQZGCNPWDGY
59003,37,USPSDZY
59004,34,FXPQCGAX
59005,10,RGKLZMYLHV
59006,40,IERDWTGUBPSBXZWRKMK
59007,45,LIETABGYYHFIOWKM
59008,6,BTCWKCPPRRNDADRU
59009,21,SITWG
59010,4,KNYPAZUG
59011,23,GNELZBBZYAJBWPIPLNSV
59012,27,AQRHPFQSWFTGRE
59013,25,FTYDVUO
59014,14,KKRTNWFGQMQG
59015,40,HQJRJJH
59016,13,CKWLIWPQFPJBLN
59017,19,GGSRTDAYQPAPEB
59018,7,LHHUDPDVF
59019,44,DHDGAKYJPVORCVC
59020,44,GELFQ
59021,8,UUVCOPXYGVTRBJJKSX
59022,8,YBEPB
59023,31,HAJWME
59024,2,NWECJDEZ
59025,24,OVRUJQF
59026,12,HVTDKMJKWFHISKDNQJG
59027,34,ZHQVQOOVC
59028,19,ORJSHKCHQXNUYB
59029,12,VNZEND
59030,23,GNZEUZYPUITXITF
59031,20,XVXUYSUUDWJTCBGGJ
59032,18,YNBOYZ
59033,10,KYHVNLKRHFGWQFPTUPK
59034,46,SNOPVQCLRKAZQJI
59035,45,GPPBSDWFKUNFSUM
59036,21,EXXAEXZILRPZAAOKVU
59037,16,GEWIGHRSXAUDDRMIT
59038,30,ZUZCAKRFWDTAPGQ
59039,29,YYVAPEM
59040,36,DBLUWDIBGWGCVQLUUI
59041,20,KYKMTQEJRUUPBZIDJE
59042,17,NMGUXPXXAKVOU
59043,17,XHYDSDV
59044,34,IOMRCENNSQHSWBLT
59045,2,BBUJYTTZOYKZGBHLDUFE
59046,29,QTTOUZXBNVVY
59047,17,DFNAMWUXLFIXEQJFV
59048,25,WFWLCKKLWQ
59049,28,NZGAPUT
59050,5,DQVXTWJXQMHMQYHBBU
59051,22,KWCKYCETZF
59052,5,QLMGGAJ
59053,29,WVOYEZWQKDRHVZDLUVKU
59054,38,SVMDVXULOSGMSI
59055,12,HEEXI
59056,48,IMRODYNYZJ
59057,35,VAUGZBROFGPIFX
59058,17,RKSOHGCFKIB
59059,29,MNAYRZ
59060,47,AUGTEPCOWMVAHBUATSJY
59061,47,LUWLM
59062,9,NKQWAOQBMRXBKCOSVSQN
59063,23,IZQMYXXWOKGEFY
59064,4,LJESJDBQKJUMBJEIFD
59065,22,DDHGVIGMEIYVVIDO
59066,37,DGKFKHOCZCCV
59067,20,SHJYMHKFJGEDNWW
59068,50,UARVDMRC
59069,27,NISGOICNSPEFLB
59070,13,UCLMXZKWJMNHWHPYKEK
59071,17,PRCQZAJOTKPJHY
59072,31,BWWGPRY
59073,19,JAXUEAW
59074,34,YPQIEWUVYFUVI
59075,44,DMWPNVDXVJQFYPWFA
59076,19,NEWBULDQALSKCHS
59077,20,OYRLTSISERFJNMMWL
59078,30,UUVEI
59079,1,YPKAU
59080,13,YHAUMG
59081,31,WGGETRCMI
59082,35,TYLPBYSM
59083,18,DBJMB
59084,24,OVJVUHLAFP
59085,7,VZMIRPNSIJ
59086,12,PNVTCWBVYWADBPN
59087,27,DKMFJSX
59088,49,MQWHEQUSQMMLQUIBJFWW
59089,21,IEVEKFNELZWUKEE
59090,17,XZVRQCCHALUXXTO
59091,19,RCWHVAUCRLUWWFALDXH
59092,9,XKWDCBEOHUELBZPEBBI
59093,43,XMQJCHHW
59094,46,UEBEHDHJDPMIZG
59095,10,RXTRJWLYYKWC
59096,24,GGLHOFSQMQZHSXC
59097,46,CRVZJCCDF
59098,11,ZNLEQXFRAGXTZNQMQK
59099,34,JAEYXWLDHNPH
59100,39,JMELOJKEWSZBIHXZS
59101,19,AEWVTAFCXPYLWSUAZ
59102,44,GJKWKW
59103,49,CCDSIZLUTOUEWRDNSTK
59104,42,VJXTPPQMJAOLX
59105,23,NXBCRUVQRYRD
59106,22,KZAOWQNHXJG
59107,8,SEAVEWPUG
59108,2,UKNTDS
59109,36,IOFXJJSAQSTVNGFDH
59110,42,UXGHARDCIOZTTGUIWFBX
59111,27,PLGQNCRHPVUAN
59112,13,KPRML
59113,33,WAVVKH
59114,16,QETQK
59115,10,JRFDTVSTMSFJSLHXZW
59116,23,IABCJOALLFF
59117,12,BAINJAUVNXGPOG
59118,23,TAEIJMQUPIHY
59119,10,YJRBSOCQDSATIXNH
59120,31,KFPDTY
59121,36,MEUHVQLDHLHONE
59122,35,QSHDS
59123,12,PHOLBZEDWBHXYIVEE
59124,20,NJKZEVXJUUY
59125,39,TSJIWLOHPSRSVQY
59126,19,HZERRM
59127,2,NGVIXCREJQCV
59128,6,LHXXKRGFYDIWDVBKQHU
59129,40,BULKDWFIXNJRG
59130,9,ZLSWYCJUSMSTAICLY
59131,18,FACDHHXGXRTDLZ
59132,48,UVOZKERGWPMANZFPBK
59133,24,NJYLKNDNUE
59134,31,BSHCLFE
59135,28,AELUDKSASJ
59136,33,BIPTIF
59137,27,JCPYCLUVT
59138,16,FWPVSSKTCVEZYEZT
59139,20,GWPMSYIYBPAGPN
59140,5,HURATPWUYLYVH
59141,31,JFNYPFTBRGLCPDOBXFPE
59142,17,WWRWGSBUGULSVXVYBKIT
59143,11,SRBNTMUDJKEFLH
59144,24,SBFLFQBPLOHZZABGE
59145,1,CQSRTDMRAJBQKZEFDSL
59146,39,WEUWOLEWRXCHMFIFSI
59147,45,MDSDEVDFBRBSFM
59148,30,YTGRD
59149,8,HSTUUVTHWOPWJIWUZ
59150,50,OQYIFWZYKO
59151,45,SUFHWAHQNPPMJXHOYR
59152,9,VYGIKVBGCMSCZOSY
59153,42,VEOHXRGVPTFDRFUV
59154,21,MAYSJHGP
59155,41,IGFVLJLZM
59156,40,RBODWZZSS
59157,2,IYELHEGGKBS
59158,39,HUAFIXNI
59159,4,JRACZTBFMHRIDSAUZEO
59160,36,CFWKDED
59161,8,FZWMYI
59162,30,WRFDZWUI
59163,2,ZVYBXXZKQJANPHKALY
59164,32,NFELWIHOHW
59165,6,SMLGLQQWZ
59166,33,IWEAW
59167,44,UHNVWYFVSO
59168,8,EISLTMWXBGYWHMTY
59169,35,SXARORFFPEQ
59170,40,HTHCAVZMWJVKWVUZBEI
59171,35,NCMWULKQWLZSMA
59172,13,KTRMDKXQVQVHZVVZIFR
59173,6,GXPRUPHXACNJDXYJXIY
59174,38,XOTRRPHPGAVPJJCY
59175,27,EMJSCGHAQF
59176,4,YZMVNAGKMQWAEJKNZREJ
59177,21,SJIQISJZLHFQ
59178,20,KFYRZKXI
59179,32,RCEWKXFN
59180,3,JVOPSMLVAG
59181,34,DMHZW
59182,10,MCFQZFTZMKOC
59183,2,DFMNAEHD
59184,50,BDZEXOQBGWAI
59185,23,BASOZQPDVINPRAORZI
59186,41,CYHEESLAFEJECGPIKINI
59187,41,ICMNYVRLL
59188,8,BDSHWSTIIBAJVETNTFWP
59189,33,PNPBMZQFBEGQ
59190,9,PXWEJ
59191,50,JQQDBLXQZJ
59192,28,TCQMGGZIFL
59193,49,BOOZMXPFHFHBYILP
59194,25,HTNJOBKAPPMOI
59195,26,XBDLEZCQFZSLNWPIXZJ
59196,9,DCUHCIQYLTXROE
59197,8,KNBSEZAVJQMF
59198,32,UXUGAWBEXCHPBYMXCZRH
59199,35,LBRLGKRWVD
59200,13,TRZFDOPKTBO
59201,27,FQTDKKQGPYEBVMZ
59202,24,PUWGCQTMGEM
59203,47,JDQCLOKP
59204,31,ESCOVP
59205,50,PJRRN
59206,37,ICPMJSQFWZKPFGK
59207,22,TXTLBQMFFVPEU
59208,14,VMDFHPYVYF
59209,44,NBZTTRB
59210,16,JSTZSEMTUJQZ
59211,29,MQQZUVGXMIX
59212,5,MYUUHELHGK
59213,20,AZKMUJPML
59214,22,SOCIACFRWGOTELRQJ
59215,20,ZDBITQTAVRZMYHOQ
59216,8,IIESWARJFLDRFRRUK
59217,35,KTAYLW
59218,13,IUEFAPNZAJOYNVHM
59219,3,JHBWY
59220,39,PZKZGZUFJBZR
59221,20,QEPNVHEQNLJKRYIPZ
59222,25,EKLSTSDXTIRRTJD
59223,33,QUFWXTZJZOJX
59224,48,EFMEGEYRJEABSLZK
59225,44,VNJBKUMHWSWVFY
59226,15,FAZAQ
59227,41,SJAEANMWGZ
59228,26,ALUUIY
59229,12,YXHBWPBQKDWPZYKEDPT
59230,5,RGDBCUBNBRYA
59231,44,OLCSWDMYNJFQKXX
59232,25,DICSESFI
59233,10,PCVMSINRTNVZUFKXLBKG
59234,46,LQQFNY
59235,5,FFSPGBL
59236,29,XNOHOPMVJ
59237,23,XDUSPJT
59238,34,HYZZNCPTKWJD
59239,3,WFONSWHVNBOGYLBF
59240,20,NGYKMCCHUSAAJBNWYCBX
59241,46,WVWDCXRHEXFOTVQUTQH
59242,12,COPPKSMGACWAFX
59243,49,LQIRDXEH
59244,17,FQRLQGRWINF
59245,46,PYNVJQG
59246,22,JIYXWJKXSDSHR
59247,15,FAFQXVRGLDEKBNU
59248,26,BWGED
59249,25,CQXXSM
59250,5,XYAJQNGXTAPC
59251,45,SLRRNSRDAUAHEUXWKDNV
59252,10,HAAUZQLM
59253,11,HKLIJPEUPKUHBZMIXI
59254,31,IJZNELTKQ
59255,45,HNVJPJCFJTRSOKKLB
59256,46,ITZOL
59257,9,HLEGZIQFCIXQZ
59258,39,DLTMFMBZCGLRALYNII
59259,16,OKYGBGIHS
59260,46,TUKEHIIGPWIZF
59261,32,MHVRAEVUD
59262,40,BPVJNXNTXQKRACFQMMTE
59263,33,XWQNTP
59264,11,FBOVZSJ
59265,29,GXPAOYYJMFORASQN
59266,3,PXYDFWIKJIIMIOP
59267,43,DELIMCSLBHGOKUNEC
59268,50,XFKQXITYXPVHPTFX
59269,19,CRSYUPAYA
59270,34,UOTEIQQDBUBKQ
59271,28,DTFYYXY
59272,18,SPFFRGQDYIYJUPXUWT
59273,39,KAPBRKRDCSQGRRXKPHCW
59274,10,FKRERHIQIDXKIHVHIYWL
59275,16,FBXOOFQST
59276,43,AZCCMZYIDSSL
59277,34,CQBVHHDWSVB
59278,38,LGWYFZLOBJV
59279,48,NHVIBWBDIIGHLKMJLJR
59280,29,ELJGVMTQNACZDBOKBC
59281,5,XJSZYZDNUFXXDTW
59282,6,LNJYNWCKOIWOVBCHYCRJ
59283,38,QNQKALZ
59284,30,LLMXCNWSASLVENA
59285,35,BXTQQKEKEW
59286,3,JQBESKWXWXBIBMQ
59287,23,RWDIJWMZVSINH
59288,49,HBGUPEMKQKRFUEZQZ
59289,44,TNDUT
59290,28,UXOKDFVTRKYN
59291,31,UXBYDKOINZISFIVORAA
59292,43,UURIDNRQVIFMC
59293,20,TZAZWLRESXRBZ
59294,47,GFTFK
59295,3,AIHUZW
59296,21,ZNJUDOL
59297,45,HKIPIYAAKVK
59298,18,EOSQTYZKGIYOXO
59299,5,GOGROFXWRKOGC
59300,18,TFGFJMZFUTWYBUOLZ
59301,36,WGUEVCFSMEZUUUEDGXX
59302,37,RCSFYQ
59303,1,NOVKWWRB
59304,20,FVAHDCTSISRURL
59305,15,BHKMLRJHLP
59306,36,LWETCSTSB
59307,38,DKLISGNXYPAN
59308,35,YQGYYQTKMWIRCV
59309,35,HQQCNMDGQMZSOCRRXUEW
59310,25,MQSJCQWXQMGW
59311,19,FVEKTDSXQTFR
59312,18,XRMQYPL
59313,9,XHFVMZLCPFGCL
59314,47,POWPCBXECLKJWULDPL
59315,48,RAOCDDCJCGVXE
59316,45,ZUAGJ
59317,32,CHSZCSV
59318,8,DCCJZUKRYRCY
59319,4,BQGMV
59320,33,KKTCLTSGIASM
59321,46,BIWNOOYWUVVRK
59322,4,OLJRWZ
59323,43,ESLJQNIAAKEYOE
59324,10,CQIZDFNFNW
59325,45,UVOPILDWAMORDWUEN
59326,7,BIRTLR
59327,19,NUJHHYPDIFUWJB
59328,18,UJQVKBXWNFIF
59329,3,PAWJLUBWYMQZHJDDAWPF
59330,41,XWPCZTMXYWPWDYJUW
59331,26,RENSX
59332,5,KGPRYMHTLCOPALWTIR
59333,41,ZTCEEPOUMAYXF
59334,3,TLEVDORZFFZYS
59335,21,FMRQTRDZVPL
59336,10,BTLBYMY
59337,22,KSEMI
59338,11,ZXNSIHEHRPEGRFIBRY
59339,9,ODXNY
59340,3,NINKJUZMBDWF
59341,2,LVNONHCSMFYYX
59342,24,PICKHD
59343,17,SDHVMAMDBAGJILATLDRV
59344,6,FHLYDTWWK
59345,20,YQZNOOTIRPAS
59346,33,XEPRAIZOUXSAKGSTOB
59347,9,GSICVKFXSFYHHXJYJYJR
59348,25,GIQHOCOOVYK
59349,45,HABKD
59350,5,XFVLQW
59351,39,LYITFPJTUG
59352,43,ILBDVGVVBJNGMB
59353,10,OTVUGIJIGWDGYIOAF
59354,36,GKIBDO
59355,31,OYKQHAUDXUN
59356,43,PMBJCQCK
59357,47,PSKXCRHQRCGDDFWIX
59358,3,EBRYRBWOEA
59359,2,BXBNCODZUXMBRTOI
59360,14,DCZDWYLUKAY
59361,43,CPMIISMPYMWZKSEXORIY
59362,44,TAQZQNGPZ
59363,23,UUIZSGJOEUYZVDCBJEN
59364,45,UQRVVSZIBOI
59365,6,NUHDZXMEKRZPAEA
59366,40,ZZZHGYMZ
59367,24,FASZQFOJYVTTUOYRXZPT
59368,24,OBPVLNV
59369,10,CVSGXZ
59370,43,PZAULTTQLZYAWUSHOGJ
59371,41,DRPEDNYHIXOZYJGLGCB
59372,19,ZMZQDLUZBDKAOKMOE
59373,46,RBZYKSPAVTDUDMNF
59374,3,IIRTZUF
59375,44,ABBDWVNTWTP
59376,1,AKCLKSHUBXJJAKCVXM
59377,46,CIEVBNC
59378,8,KJYIGTHU
59379,2,DTXSHPARMCP
59380,23,OENPTRURMUBA
59381,3,PWLMWLLJBNHF
59382,26,KKNKBZHP
59383,3,EWPVFMIG
59384,1,HZBUSPOEMLMNOJ
59385,39,SMURAFQABJQGDJ
59386,34,EMJQQ
59387,8,OPPPKMJMUYIVLR
59388,28,ICHJMNOHKKCRCQDFFF
59389,44,ECKLFRCCMIRZYHZBRO
59390,14,TUDSRDIYFUCXTDKAHA
59391,8,NNSTPOPLPYGBYX
59392,2,UFMDYEXHZX
59393,31,TZHEQCKDKJTQ
59394,29,TLESKB
59395,11,ZYXILIRRFUUHRSEM
59396,34,FUEZYOCUQWGEIBWLA
59397,48,JMOAKLXRENBGLBZRK
59398,20,UDFXIDYVYJWQ
59399,43,NFMISHOMPCI
59400,6,VQBRVYHZHQ
59401,35,RYRIWORZYTRNVOLFIQZ
59402,46,WDMGEWEGWU
59403,8,VMLRM
59404,7,EOLRPRPUPENEUV
59405,42,CRATENE
59406,30,GBMTPMGIYHEGPXOYI
59407,8,NOHBFJJQGCT
59408,42,SDLNWKQJFUCNXERIDQ
59409,2,HIGLUZ
59410,41,BHEFUSGDE
59411,33,NYHUKSUEMHXRYRBUQZC
59412,7,FFCQWFRQ
59413,48,HSUMJHZQTOXTMNL
59414,26,OALZFAIYFAUQDBG
59415,29,NWVTEDQE
59416,9,WOXMQVB
59417,23,KJQTMIUNUORFFWR
59418,36,XCNWTUONIWQQN
59419,8,FRINEEDHMHX
59420,27,IMEZFIDETQPAA
59421,43,KLMJEQAGXKSZYHDMRP
59422,43,GCBYABBCM
59423,9,CCWNIX
59424,29,PLNHIETXFDRNIBSWMOOE
59425,31,ZOAVKEKUCBEQ
59426,37,EAWRASLOWLT
59427,37,RXGLUTVOKAULBDQQFJ
59428,22,CYFYJFJXZWD
59429,27,ZZXFSLGYWRJCKX
59430,45,TFIXSDIFX
59431,18,OGDNGVHZPFNCWKLX
59432,13,TIVZVFMKEBG
59433,21,VSKZTHBPKCSUMSQTRK
59434,5,CKLXGQFUAHDQPTDBWAT
59435,48,KQJCCDORRP
59436,3,LBBFYJFVNLIDHVQW
59437,4,BKQAFEUSVRZBTPSHI
59438,30,YFQKBYIFZHJEWIYIC
59439,17,SCKLQRYTJVBMEDOFSHV
59440,8,UFXOGJBODMXKHHKY
59441,4,BRHOYCISTCYXGED
59442,25,MXXACTKXLDUBBYVWMI
59443,13,KYNXIBSBRKQSGCRVJKJ
59444,16,UEILTJK
59445,38,WDRDUMGXRGYILSBLTCYR
59446,48,HXRWJTOQJM
59447,44,DSGBI
59448,26,ZVNHGAL
59449,18,FPOMUURTCD
59450,7,XUVJMJIICAMU
59451,23,OROEBBOMLSOSZJWO
59452,2,TXCJTUXUPFGZMHAECDKZ
59453,9,HRGQLJLAKEOWKB
59454,50,ADWROARZJB
59455,24,WGCKVIZEBCY
59456,26,KXAYNY
59457,32,YXGHKHLSJRQWJBDFAO
59458,31,QNIGVTZAPILQDMF
59459,15,LCKDIMHKKLTYQGQOOLFR
59460,49,AQCCKNNAK
59461,16,ZWMBJBCPJPNIUVRUW
59462,1,ANSKKC
59463,32,PSCDEUITTYC
59464,6,ONURJVPCJPS
59465,49,JTTFJOINQQW
59466,33,GYFDKTXSXBZKB
59467,25,MXUVTUCS
59468,11,XHKQSTJURKSLBORB
59469,30,TLQLJHVFSHRNDAHDAB
59470,14,RGYYSNSPRNYZGEL
59471,7,RVXGFSGSZORP
59472,33,LEASGRWGX
59473,34,USSAGD
59474,9,GOGQPIRRCG
59475,8,FCTJMUUIBALIGARFRM
59476,27,PLBZTSYSHIQZFFBEC
59477,20,WXEEBALEYHP
59478,12,AMHYWCHZATHFB
59479,31,TWXUGVUSBHXIQ
59480,29,OZXVAGJXFON
59481,22,FDDGTPABWCBFLAPCARZ
59482,25,XCBNCXVXCLSCFPVVN
59483,50,TEWWTPTNOKERJI
59484,23,CMDRMAARNRKJJ
59485,4,SUIUCGXEBMDX
59486,36,INCOUMILENNN
59487,19,NKPWTOWKYW
59488,33,VGTFMXYZNE
59489,18,XHLWGPHO
59490,16,VHMTLPMHTDZKBVDIAO
59491,47,IJLMLFZQXL
59492,33,MNZJDVYQNHIHZFUAOPHJ
59493,45,XUVVMUESRJXBLRLDTF
59494,10,VPKOGFAM
59495,21,YAPRVXB
59496,34,KDEUVTSEP
59497,23,RYBASQNFEKMWWFU
59498,17,QHFIJQ
59499,36,SOWSZVGRQGQBOR
59500,12,GAMGIBSCXUMM
59501,46,QUAPRJWBRSRY
59502,7,GQEBTWTFVJYKUFGWBPH
59503,8,UBWQWBTVRRKSH
59504,30,KSZMHQQL
59505,34,KGOWUKCKZCJFB
59506,46,WHKLUHILO
59507,30,HNDSKPHCJANCB
59508,49,SETHLMNUBIXCAVUHDQKK
59509,14,UPRKKWXZAVCPFBWRTT
59510,23,FVNDSUDKXR
59511,35,SLZMRFPPADERFYXZSRA
59512,40,OGYVX
59513,31,WHQXOAQEDBLLDIVY
59514,10,QNLIBXZZXNL
59515,17,KVPXCOSYIPRROIU
59516,1,FPSZSUAZK
59517,14,TBSBALTUNIMRUOIB
59518,8,PTTEPIRFASU
59519,42,SOHFDL
59520,39,DEDTSV
59521,21,FRHTYAQXAWF
59522,9,TBGBTDGH
59523,3,BLFEQWYNXMOPL
59524,2,NDINCSOWXKRZSWOYUTAI
59525,17,FNTZESQGMLXKE
59526,17,RBXSWDIFWSYCSZYMNIBA
59527,32,HBAXEPM
59528,10,LPFCWFZHUEOFE
59529,43,OSOOETHYOPATT
59530,4,NBYELDSDBWZERJQULI
59531,41,RJKRJI
59532,3,EEBLKYOPXHITAAEQYXS
59533,22,ZYMIZBZRIYTZISA
59534,26,BDQGTTPSTQQPJM
59535,18,EQUYTRGYW
59536,30,CEPEPK
59537,30,ZBNRRDEXSC
59538,13,ATTWUMSBAODAM
59539,47,EBAWUCKZMJRVWXCQXAOF
59540,40,YFIMNSADNYAQGB
59541,23,LTEZRFBA
59542,2,AVVAHHLNODNZCA
59543,13,XBCKPHBLOKW
59544,22,GVTJFIRATYZYRUOZKLPG
59545,13,LWTZO
59546,10,CUBOCDSETECQWXTEW
59547,39,IHJFXNCO
59548,24,TKZVENZ
59549,2,VPOWNKOYFNTJMQ
59550,36,QSGMVOOUR
59551,26,IYEQAGSQOHLWCHAFQ
59552,29,RCPCOWOCKXITODTZUE
59553,22,CPKKMQ
59554,1,IOPHLVXPDNC
59555,3,ADSEPMTLHS
