_id;um_id;m_id;interpretacija
53687;53687;25;TARHHHDKQEUANB
53688;53688;35;JDVGJXFQYXEUC
53689;53689;12;YFGSOWCCRELPQLAEN
53690;53690;40;QWHESVSAOO
53691;53691;42;WKLTAFHGTUCNDVKNVT
53692;53692;5;KBGENHKVSAPJJPSFMQHR
53693;53693;23;YAUHIWLCLKWOONGSN
53694;53694;19;BRDQHDBWZOIINGPQQXFC
53695;53695;21;FKSITURRJHNXP
53696;53696;18;SFPLVMQN
53697;53697;8;CRRDIZVLZTOUD
53698;53698;25;HQUAPTHVUPJEMIQ
53699;53699;15;PXSICOCOJSI
53700;53700;11;SIOUCJQIIJERWESBG
53701;53701;45;OXVJKYCJIMBHPAEZXN
53702;53702;6;FLNSMQVYDTSIZZXCU
53703;53703;19;FSIYNGONRTUDCBQJ
53704;53704;14;ZRVTLWIUILJBDXMKZ
53705;53705;41;ZJXIMUFQ
53706;53706;47;EMDFEM
53707;53707;18;OENXKRHTJPQDCG
53708;53708;21;LPGSFHWCA
53709;53709;32;MKPIJUDPUUYW
53710;53710;27;XQUXJJAAYHPBTX
53711;53711;41;JXJXAZZTDCTL
53712;53712;23;WUUSZOERQIHF
53713;53713;8;YMRLNFIGHCALOASR
53714;53714;4;GVBBMAAGVXFRQZDN
53715;53715;43;QTZSFLVVPWNNUJNI
53716;53716;46;UICFGHZJATSOVEMREAWY
53717;53717;17;WOTDDFTMWCFGBPTRTFO
53718;53718;47;ZOHTCXHLB
53719;53719;34;IPHXWPHUBDWQPNN
53720;53720;43;RBNRBYHRODQSYGL
53721;53721;44;YEMNWZUMZVEOHGAECHVV
53722;53722;5;EYKYERIMAQ
53723;53723;31;WJNAPHVSWWHASKY
53724;53724;10;ASAXCTD
53725;53725;27;XRAKWOKDQKBDJ
53726;53726;37;MBXHIIURCBPLZXYKEK
53727;53727;41;PNAJYZP
53728;53728;40;JOTVCR
53729;53729;8;ZJNTJ
53730;53730;7;FQLYEUR
53731;53731;27;TAWTWKDTPRPQCTTWGKGP
53732;53732;35;CNYZMPBX
53733;53733;40;GVSLAC
53734;53734;28;MBLMT
53735;53735;7;GJXKVBSVMETOAX
53736;53736;23;ACSPTZDHQHVGIL
53737;53737;26;AHMELD
53738;53738;24;PXSGI
53739;53739;12;DUMTIL
53740;53740;46;GIPGQNLYP
53741;53741;30;WRQOKTO
53742;53742;12;YJGQMKAGLHOP
53743;53743;11;MDIPBWQITOOKTHFV
53744;53744;48;ZAGSLW
53745;53745;41;ZQODVZZTWDHCFJVJE
53746;53746;29;HIPGAHGBT
53747;53747;31;PQFDIBJ
53748;53748;29;SZIIQIKHKACQQU
53749;53749;28;FLXJDLFRIZY
53750;53750;15;EULEYJNLSQYE
53751;53751;1;RUXTUKEPWZDKPUCDANNG
53752;53752;31;TZQXPBUUUBTPBWHETEQ
53753;53753;12;EQWVNPVTKNCAGCXC
53754;53754;16;JTSHJCTH
53755;53755;1;IONMOJNPPNACGC
53756;53756;22;NTFLINWFM
53757;53757;41;XAVBQADSGBVVLE
53758;53758;16;CUNPFFRW
53759;53759;19;YHGPEPXAH
53760;53760;34;EYSEOADUXQL
53761;53761;45;PUPDAIJUZQBNZQHTIEG
53762;53762;28;JIVFNXIRPDVF
53763;53763;33;COVLNSHQIXVBAQP
53764;53764;12;BMXQJWKJGIWUTQUYE
53765;53765;49;OQVSFBHI
53766;53766;27;WQFCPUZKKGSPC
53767;53767;40;SGLMKBKGTDYMICDHS
53768;53768;41;LRTOOEYLQP
53769;53769;8;FKPTTZZPZPZVBZJCV
53770;53770;19;XFVFTFHSAXBYGYTB
53771;53771;43;AVUFGXRFRGCZCCMWPX
53772;53772;33;HBGFTUEKNQWYIWDELR
53773;53773;27;STDPD
53774;53774;40;XOIWHRTHCIZEO
53775;53775;45;YUXZXLKFKAXSI
53776;53776;34;HAWUIKUUDWL
53777;53777;25;VVWZPBLAMKBA
53778;53778;10;IHEGDIDVV
53779;53779;8;CUVXPPVVYLETUHHAX
53780;53780;40;ESVFFZFFYBQRGYZ
53781;53781;13;PWKHYNQEXCFFFYA
53782;53782;21;IVSFXDBUE
53783;53783;35;LQXCSLNAZKQYOCK
53784;53784;5;AADQL
53785;53785;35;BZPRHPPDEM
53786;53786;16;WERIEVIPMTIJS
53787;53787;8;SXUMQXB
53788;53788;2;NPCJDYYJHHUZ
53789;53789;28;REFPRGFOTCQWU
53790;53790;26;JLIROVWLOSVE
53791;53791;49;DJCJGHASTL
53792;53792;50;UJHJWTLXYMDNZYEI
53793;53793;6;IXWWRKN
53794;53794;22;KBLVUNSPNXFUUAGVMF
53795;53795;7;OXXSSNMCN
53796;53796;43;NSHFZVG
53797;53797;15;SPRTRXAGDYA
53798;53798;42;OZWSMSVVUY
53799;53799;12;FJBQBLR
53800;53800;37;DGUKQJJ
53801;53801;45;EWMLIQIDW
53802;53802;21;EFFMS
53803;53803;46;EWXRQHOJV
53804;53804;8;UFZGAHMLCP
53805;53805;48;COSTCWSDTARZMWDGQF
53806;53806;36;EMFPXYGBSXQBT
53807;53807;48;QZXTSLCUCTDCEHQY
53808;53808;20;VJEVSKGQZWI
53809;53809;31;SWAUIYTCPQKTDHXKJBMH
53810;53810;12;BWCWRVWBAFR
53811;53811;14;APOZW
53812;53812;48;LNITRECBKUMTMUORDAKN
53813;53813;21;IJCMSCPBBFONKCG
53814;53814;33;PQFXFUUV
53815;53815;10;XNDWQXTEWYPAXGKR
53816;53816;15;KBJTGOVNKRFXUAFUKESL
53817;53817;17;XSVRNOIYAQNUA
53818;53818;37;PKVHCYANO
53819;53819;23;TWEBEGRIELUFRKDMQQV
53820;53820;12;GHTQFUB
53821;53821;14;RZUATXEGXMPYUWFVYOY
53822;53822;39;OTXPIMGUGBRZEARZ
53823;53823;14;MEZSRTYHWCAVWBGXA
53824;53824;2;GIJNVT
53825;53825;31;QPEXQABETJC
53826;53826;36;NHQKDKVQYWLNUSUVGQ
53827;53827;47;SPDBCEKIASWVVYXV
53828;53828;33;ADHGZCKYWDKQIGH
53829;53829;18;DTWYGDY
53830;53830;38;GVDYVSQBKNFDYBTL
53831;53831;9;BMACUSLVDOZLWUMYUWO
53832;53832;27;PLPMDBXJXRETWSE
53833;53833;9;UBMQDKHOQKURC
53834;53834;45;RZEIYLRKJACOZZSWXQL
53835;53835;31;KTRGCFPUUFVGZWYEIIB
53836;53836;13;YQHMQPZSONIXYNSBEBVV
53837;53837;2;SAYMBRGTLVHIMW
53838;53838;8;ZJFWNPCNS
53839;53839;11;FLMCPYUDBZJF
53840;53840;25;VJTKEPDOPUGMN
53841;53841;8;SQHXGGDOLGG
53842;53842;6;HILLMJFLFMF
53843;53843;30;LRFBVVTV
53844;53844;34;COYOZF
53845;53845;31;LPBUWDLDDYEPP
53846;53846;8;CPCJZUKQDLXKJN
53847;53847;22;HUBSJXVW
53848;53848;15;FHSAMFJAIRENGE
53849;53849;24;OYANUTTRIGUTNISTPGC
53850;53850;20;HYIAHOV
53851;53851;6;CZUUATPQPBTVCTFHYA
53852;53852;30;PXFAPFZNV
53853;53853;2;FCGJTBTGDUSYPCSBNV
53854;53854;16;HPQIFJSTO
53855;53855;22;YAKEZIJ
53856;53856;4;IEKTAZKABYMMO
53857;53857;19;GZAFILADFI
53858;53858;6;EWBJWSYQNE
53859;53859;33;YRSTLUYNKIBB
53860;53860;19;IVPVZGDR
53861;53861;24;XSZJJDVHLSI
53862;53862;49;FPKLCEQMI
53863;53863;12;JVNYSEWSUQGRPCKV
53864;53864;25;LKYAPZPKAJXWKC
53865;53865;8;LJRMFKQFULL
53866;53866;4;VSBPNV
53867;53867;2;VGXFPWH
53868;53868;14;PHBIRQJWPPCBPUJLXNI
53869;53869;28;SFOKWXJEKESRITHYPIJE
53870;53870;23;RKLHWFIU
53871;53871;29;ZWERBWGZSKPUSSIBO
53872;53872;9;WZYCDZWGKSZ
53873;53873;37;YZKAVWQEYTH
53874;53874;15;EUPLCTRKEBONZFISU
53875;53875;12;RHJLUNTBN
53876;53876;45;LCLTIHKNJ
53877;53877;12;LGORKSZXXSNAAWIQA
53878;53878;25;JXHLUCTYDNXHBVUYAL
53879;53879;4;JEMHPJGPAREHIPUBY
53880;53880;32;XFQGWINL
53881;53881;9;VHTQMAKRPDY
53882;53882;42;WINXENAS
53883;53883;18;DJWLZNZJPGVWBCRZ
53884;53884;16;AVBUSUHW
53885;53885;35;UKFJGHAOAZX
53886;53886;20;LSTWGAKRI
53887;53887;25;ACIKAQTBYDDBBYSFCX
53888;53888;41;ZLUBLQCFSRHSNJNMARHD
53889;53889;48;RBTNRFZ
53890;53890;47;HQZFSMFEZCOQEQMMFHJ
53891;53891;2;OSUTVKLWYPLOZKRINJ
53892;53892;8;PQRPZYCUZS
53893;53893;25;HXSICSTAWSJTTQKRB
53894;53894;19;ODQELBB
53895;53895;32;BZFCXRLJVIRBLHXGP
53896;53896;9;JMVHMPYSBVXEIMILP
53897;53897;41;AZPQVNCCJAMEVPMJKXTE
53898;53898;5;FZBBEPZ
53899;53899;2;KYYWKJAQ
53900;53900;48;XTNAW
53901;53901;36;QLXKUZHEVO
53902;53902;40;NFTQFBYYRXQFY
53903;53903;35;JJDRJJPQ
53904;53904;1;NHAPPOYKX
53905;53905;40;QSWOOH
53906;53906;36;OCOFADV
53907;53907;28;WPSYEYHYJGCSMCFEUO
53908;53908;34;XLESNNYPUKAE
53909;53909;40;GBJBZMGKSBOYV
53910;53910;13;QAJHMLWKIOFNELJJPTA
53911;53911;44;BEMBRHXMVLO
53912;53912;15;USMHBKFYZZNV
53913;53913;7;DVVLDLRGAOSMCQHU
53914;53914;44;WZVPGTAJ
53915;53915;37;DEMTJGI
53916;53916;30;VCQGWKCCDJWRI
53917;53917;18;WRTSAVKSVE
53918;53918;44;TOGTOEDBQNSWWTYXAAIR
53919;53919;42;TKXFBLOLUUDG
53920;53920;9;DAGAPFTYMOIZQZ
53921;53921;45;HHNKOCJUPW
53922;53922;50;QHPLEE
53923;53923;9;TGBIKXTRTVNLAJKJC
53924;53924;6;KGASUUOJOBHVNWMNYTBL
53925;53925;42;UKPYCKPFVLN
53926;53926;43;WIMBSDCYQD
53927;53927;19;SQYPGVGLXQDPPTZ
53928;53928;6;AWMZPJSDDJWOFVLGXQB
53929;53929;30;OZQECWSBNZEKPZXHCT
53930;53930;38;WDUVWUITOESCMDDAHYVO
53931;53931;33;ODVGRVJAATX
53932;53932;12;BBXXLKMWDU
53933;53933;22;AJXBWABHRJXIPSTT
53934;53934;40;MIEJATOELNTGI
53935;53935;31;KHIRNUH
53936;53936;12;NOGRQXYNDOWXMV
53937;53937;20;HSXXMYVUSFJN
53938;53938;26;FYDYBFRXX
53939;53939;26;IEZWZVJFW
53940;53940;14;TICYQYCY
53941;53941;4;VMWWBQQBKCA
53942;53942;21;YXXRK
53943;53943;7;VMCJKD
53944;53944;42;GPFEIEITGMUUGQ
53945;53945;37;XWARIOKNRBPH
53946;53946;49;HCCELNCCQZCEK
53947;53947;20;DNYZXT
53948;53948;39;ASCIZWOMBDPWPBCV
53949;53949;26;LKIWROS
53950;53950;18;RFTQEJVTBTC
53951;53951;32;OEKAMHYZQETU
53952;53952;14;RLVTNR
53953;53953;26;VUASVQEG
53954;53954;46;WWYNHGFKMP
53955;53955;10;KNBBDQJIQZX
53956;53956;30;QSMSFMKZLQ
53957;53957;44;OBVWECUULBZHATCHCCGR
53958;53958;37;KEYHTOXNUYRBFYJ
53959;53959;34;YSBWWSKY
53960;53960;42;GPSIEYWNAEBCZYHHI
53961;53961;26;HASPP
53962;53962;22;QBOQWOGIS
53963;53963;13;VEZQIUPXTAMCUHKSKU
53964;53964;25;ISWNMHZ
53965;53965;20;RBTUWKNNGRQQQZMD
53966;53966;43;FPLQXQEDJEFC
53967;53967;4;PGZQVDJIDGNBWDBPE
53968;53968;1;ISYJYHJDCMQHMBEPIPG
53969;53969;21;RKCHOYSUPG
53970;53970;16;ZHZREVEDO
53971;53971;40;IHWLDDMGICTZVWWG
53972;53972;14;FODYDZQUYTDPXJVKZZZZ
53973;53973;40;LJMGFGTZIKMSQJKXL
53974;53974;37;YMXXDGTYDZTGMVH
53975;53975;3;XUKTRVXCYE
53976;53976;43;RDZTFTCOJCJG
53977;53977;46;BPJUMIDQVRYNYKWWXGXA
53978;53978;21;QOKWA
53979;53979;40;SXNMHGPQGVZG
53980;53980;36;BAAUIFBDG
53981;53981;2;BPWBHS
53982;53982;47;BLCPYQNEJU
53983;53983;34;PMWYSIMLZW
53984;53984;29;CKQUHIHTUDNBTYXUW
53985;53985;25;OAPFVB
53986;53986;5;GZXAOFINSON
53987;53987;28;HWYYFFI
53988;53988;48;VURQBMICFJPPAL
53989;53989;47;AYZPKQ
53990;53990;22;OCHTCYCDZLDRMMR
53991;53991;19;HVLMVYNIPXV
53992;53992;2;OGXUXH
53993;53993;30;QIQJKLDKYOKJEA
53994;53994;9;BDJVRYRSBGNTDNF
53995;53995;31;ZXVSZQYMJA
53996;53996;19;ZQLNSQRZQGOFMKK
53997;53997;32;JOKDPZNWWQFWF
53998;53998;25;KIKTJQVNDKELCXZHHK
53999;53999;8;UHRVQIOGSGZPW
54000;54000;50;HXZJULPTOAMZQHVFSG
54001;54001;35;FXLAGZGUVJCEIBPWDUP
54002;54002;37;HFAHOOGSVP
54003;54003;24;RLDXNBITKYM
54004;54004;40;KYFQIHHHIZMRPESUHM
54005;54005;25;JQFHNDNGZEHBPHQA
54006;54006;49;NWBKNNJHY
54007;54007;12;IQRFATAKAMMBIA
54008;54008;28;TJQZKZKWSOHAGIHAKV
54009;54009;6;NVVODHGSPTXVGSM
54010;54010;33;KBASXZBDCM
54011;54011;16;LLQHOPZWOOJKGA
54012;54012;37;GDDADMWV
54013;54013;46;ZQVOE
54014;54014;22;HOVBJBFZAPVNRFGESEQN
54015;54015;19;KPQJJIBCLCJSV
54016;54016;23;JBYQDDMXI
54017;54017;41;FJBOEMDUF
54018;54018;3;IJIWI
54019;54019;46;IBNJLSXWIUHZYREN
54020;54020;12;MCSPMX
54021;54021;14;NGPEMK
54022;54022;17;EXCWVWTUFOHTLSYOOV
54023;54023;18;YAKZZLXHPFMLOSQL
54024;54024;2;CDWNHVHSX
54025;54025;15;SDPJCDXXCBLOHPUQRKF
54026;54026;43;TDIDB
54027;54027;12;TKHBSNYIKEPA
54028;54028;46;ZJMTATTLXDOZXPKMZD
54029;54029;26;WFZJSZYKEQLOFYLGQQ
54030;54030;22;ADHVHTYTGVYFFJYK
54031;54031;35;SNLPUCHQZHOFIR
54032;54032;22;OGNLHTZZHKIG
54033;54033;25;WQUFTHKCPOWVFXOZCAHY
54034;54034;2;APAOSBAPAM
54035;54035;11;CVKWGCQ
54036;54036;35;GUZNXGEV
54037;54037;11;WLKKBUVVJ
54038;54038;14;QRWXUL
54039;54039;22;GTOBRGOA
54040;54040;49;IWNEIVYZSBEMBNOMRG
54041;54041;44;XBJSDRVQLJEDXT
54042;54042;16;ZMVQYISCKMQ
54043;54043;2;UUSJLDEVQ
54044;54044;42;DGNOFRBGKCWJ
54045;54045;1;RRAPICZKP
54046;54046;37;CFQKVQMHLDGJSG
54047;54047;30;MOCOTIQEYMFSLJTHB
54048;54048;10;WLJMUMACFSXKXPGT
54049;54049;5;EOTJODDZKLYSSSNE
54050;54050;39;RYHZQCXMOYPKLKH
54051;54051;11;LMWTCWKYV
54052;54052;3;FQXTV
54053;54053;13;IVICQSGVOKJZUVXW
54054;54054;35;VSKWRCYFEZIIW
54055;54055;10;UMLHQQOVCTVPNUEZE
54056;54056;2;DAYVG
54057;54057;42;KSRGWXEGHWVJDJDIW
54058;54058;27;CNOCRNLXHVVL
54059;54059;27;PMNBUMJFNHPLKCVX
54060;54060;2;CSXHPAJXGTHFK
54061;54061;12;VZHMZC
54062;54062;17;QGUBKY
54063;54063;9;YJJHLREDKJ
54064;54064;2;NTLUOMYGRGWLMBEOUAHM
54065;54065;11;DNIZTEWABWAWI
54066;54066;23;WXRCQGVRGJEBBF
54067;54067;9;HSQIIPSL
54068;54068;37;RITXBXLTNO
54069;54069;20;JOGRITVWOHRCSWZWNRL
54070;54070;25;ZAJAZQDAVPYG
54071;54071;36;DNNAACNIOJIEB
54072;54072;40;JTUPEWGYLMRBJTTVM
54073;54073;40;JDNDUBVUFDKOWDGDJPRC
54074;54074;16;ZOOIBKMCTU
54075;54075;6;JINXHWHYNXKQOOW
54076;54076;12;TUXWFPGYZPKW
54077;54077;14;KGNOSY
54078;54078;28;TFEQVOQIGB
54079;54079;15;RCVWFQHHORJSV
54080;54080;28;NIBKSMNZ
54081;54081;34;KMPCLSHFDFGCTBVD
54082;54082;41;EKHNATH
54083;54083;47;KRBDEDWQIBQYF
54084;54084;45;UDABFAZ
54085;54085;11;EEFRYLNE
54086;54086;34;VWLYITSIMY
54087;54087;45;GRONYMAZRKUQ
54088;54088;29;JMZCV
54089;54089;18;DKLPMDCOBDTJQTLT
54090;54090;26;LVBLTFYKZT
54091;54091;17;TFRNVRHOPSDVOLOOGB
54092;54092;16;QEWLWKAQE
54093;54093;48;NSAQIW
54094;54094;48;BHGAAOYWYTI
54095;54095;9;KARCQEJXKXLZ
54096;54096;14;NMOBKLZFWUVNWMB
54097;54097;33;VFTGANQHQPPEB
54098;54098;40;FYDZIQ
54099;54099;24;HYVPVRNILHZ
54100;54100;23;EHLSISOBRRXSPS
54101;54101;18;MEMJTT
54102;54102;33;RGAVMPIWQEX
54103;54103;24;ATMHCETLBRINHVJJ
54104;54104;30;NLZFDDHEWAWI
54105;54105;14;PISLZMX
54106;54106;25;MDWYMMG
54107;54107;48;GZVKEVYZHCY
54108;54108;7;YAJCOKCMSRLOZ
54109;54109;28;MZRYWPYTYDAWCMU
54110;54110;44;BYJAFWKNTYREIIZH
54111;54111;36;FQLRSPHZV
54112;54112;49;WLMFVJVQEGJ
54113;54113;3;BPOLUADNIEGQJOD
54114;54114;11;KNRFHOWUNDVUEEWKA
54115;54115;42;AGYCLTCENCYE
54116;54116;7;MGDENMJPAJXBKGPOBVZ
54117;54117;2;ENWCOWCCHJ
54118;54118;30;UDJGQKVFKXNF
54119;54119;1;RRCRZDJNZSILGAIDFXMQ
54120;54120;28;LBJDTCTZBWPVSIBFG
54121;54121;2;LYMZVIQXMYAPOXAM
54122;54122;6;DMZJCYOUFUBOFSDVHYP
54123;54123;27;NLUFULRJNAVFOP
54124;54124;31;YIMRMNZOWFLLZZSHDFZB
54125;54125;24;ITQKMQFOJYOOIC
54126;54126;27;CBNRZIPU
54127;54127;50;WXTRAA
54128;54128;47;IGZBHDAAUZGDJVTJ
54129;54129;4;WHQJWIXCXNTOSW
54130;54130;41;DXNCAERGLUWWNYZFIN
54131;54131;21;UFSYSENRCZANF
54132;54132;19;ADWYV
54133;54133;18;GFKMRE
54134;54134;17;JILUOJDVNPSMDTEYIT
54135;54135;2;XRXUCHFUISBWWZC
54136;54136;4;OPSZWESHTUQQWP
54137;54137;8;MYOBPV
54138;54138;26;VEVEM
54139;54139;15;LSNICO
54140;54140;27;IYLNSUQFAIXAOOVU
54141;54141;17;VIFVV
54142;54142;25;XTEVINASVKCEFPUENO
54143;54143;3;DYLISSKWCTZE
54144;54144;32;CEVBTGU
54145;54145;26;EGXHBNSKJZRM
54146;54146;45;VBQEGAFQITNPB
54147;54147;25;LBMWGDZLKY
54148;54148;16;SLCYVEBZFWA
54149;54149;5;PTACMRQLS
54150;54150;28;NLBKQUXXUXTIHWY
54151;54151;36;DDXLVNGWKIH
54152;54152;6;ZAPLQFFONFWYVJ
54153;54153;45;AGSZUVGKEDGPEJMX
54154;54154;31;VUWQH
54155;54155;32;EXCHSYUXCOWCDGE
54156;54156;21;PFUUPYLCIDIMXRH
54157;54157;46;RLRAEQHPNMSUOBI
54158;54158;48;DHFDMETTJ
54159;54159;24;OFUGCBNIDNDHBKYLMUUZ
54160;54160;19;OPMDKAVOS
54161;54161;8;IJWHNGSSD
54162;54162;37;VZPRMORT
54163;54163;45;YNTACQQVYLFKPT
54164;54164;46;UEWKEMXECXGKFOYMSPGT
54165;54165;2;OEAWCMXFVUQNZKR
54166;54166;48;AUJPTOEFS
54167;54167;22;ATGHQWVKNWQFRJORKY
54168;54168;12;DDPVWUBNNJUBXIBI
54169;54169;46;NYHFPWKIHNMWZNCV
54170;54170;47;HGRKJEPUMCKITDV
54171;54171;13;CUJYKAGRSKYZEY
54172;54172;2;VJXHHFOTTODX
54173;54173;3;QRWTUIMDMMRTWGMEAQ
54174;54174;22;FKHOMENJWNIEZSYRRN
54175;54175;21;AWJFCJYBFLZKWE
54176;54176;22;ETMWFZCVUM
54177;54177;34;VOBDUNBHJIMZAYFUHMR
54178;54178;5;AUSZLA
54179;54179;42;EHEKDXEBDU
54180;54180;12;NRPKPBSRTNTAFQNAYIR
54181;54181;48;GCTCEHKZIOCUHAWQNZDY
54182;54182;21;OHOCGPKM
54183;54183;15;FCZZGJHEZXHPGWQKGOCS
54184;54184;29;GLYOZMZ
54185;54185;38;BKLSNZFVKXHUR
54186;54186;36;DWKLAHE
54187;54187;17;BLBPELQXKFBARTPLOT
54188;54188;1;QWXKPQCGBQRLELNNSV
54189;54189;26;FOTREJ
54190;54190;32;RCEFGYSWTYHHSHDQVAT
54191;54191;49;MLRAH
54192;54192;48;XZABREEHYOZK
54193;54193;9;HPQKNSSFFHUAYTQND
54194;54194;49;MTFBLSNEOCNOJESNWF
54195;54195;32;ZECLTCEABGEZGKRPL
54196;54196;34;TUSVZY
54197;54197;19;SHPXHFIXOTSLBANZZR
54198;54198;50;ZLAFOAAVOBDXGNENR
54199;54199;41;WYMIVXLQKORBBNX
54200;54200;39;ITWTGGJ
54201;54201;24;YFFSRUL
54202;54202;42;ORVVA
54203;54203;1;XLWJE
54204;54204;27;GRKLUAIISPKRJRNHLOP
54205;54205;39;FTRQUSJZMUEUKTL
54206;54206;20;GDZZQJTMNKNTCBWQVATZ
54207;54207;15;LELJBLYYBQEPIONKC
54208;54208;16;JDPSCKAGFWUOEFWUINY
54209;54209;5;URMOP
54210;54210;28;PGLFSGYR
54211;54211;11;IUNSGAPKNIZV
54212;54212;5;RBZLYHCVZDNMNXPSJALB
54213;54213;46;EDCXUWRZFKXOTKPTGLN
54214;54214;43;HIAPUGJZOEGFK
54215;54215;46;ZWWUMPYKDKQOAD
54216;54216;48;LHSJHCUITRTCSML
54217;54217;22;LPUFCKZKAQQ
54218;54218;28;DIGQRYZZTXG
54219;54219;26;QFUFAPGGNPTTYJ
54220;54220;13;UMUCAUKFSIFAMALCFD
54221;54221;31;GIZBFGWQQEJFMT
54222;54222;17;SRARYJZKGPZLJBI
54223;54223;39;CVPVEHQ
54224;54224;20;FHVTXF
54225;54225;3;QBUGCZTQH
54226;54226;15;UDHIRSVRATCZHFMRTZ
54227;54227;7;GLUEIOHNWGLDAILTORO
54228;54228;1;THVBPZCSJXBIMCQSQV
54229;54229;44;TAICCLEI
54230;54230;18;CJVVUGVVXDGMJN
54231;54231;24;HXYJICPDMBBXSSUZ
54232;54232;46;YIQEOXOOJNXXDUB
54233;54233;8;GRXYVQOQVTQW
54234;54234;38;VOBOPA
54235;54235;45;UTJSTMQPQWIT
54236;54236;6;LSICL
54237;54237;1;UABORWMT
54238;54238;14;LQZJWSYMYIUTKFKIEMD
54239;54239;29;EOQCGJDIIAKDDS
54240;54240;26;CWXGJVWOSCHDDPCLXZ
54241;54241;4;MHXHSIWRU
54242;54242;15;RWOXTVIIOODSIGCTP
54243;54243;6;SBPPJJ
54244;54244;28;OVYQHSBZDPZPRMUF
54245;54245;12;TSMLDBKJQXXJEI
54246;54246;39;ZQVGEMNI
54247;54247;35;ZXIOMKAKIWP
54248;54248;45;NZJPSRHTJUJPI
54249;54249;21;JCKPBWVEV
54250;54250;25;QXTQORIJNPJUENX
54251;54251;11;ACPKXGJ
54252;54252;29;KBANQWSSLLKAUOYOHB
54253;54253;14;ATVKWWHSHHPCCE
54254;54254;19;KRVRVDDXAFIDAVSURIH
54255;54255;50;ACHIS
54256;54256;43;WPTNVEHVVCUE
54257;54257;4;TGJHZRNZOFRHEF
54258;54258;45;AFSVYR
54259;54259;11;DWJACXGXGAME
54260;54260;16;QIPZW
54261;54261;11;FQUIIIROQCYNUVAMKDB
54262;54262;24;SDXXPT
54263;54263;25;VSPAWYYHTBJX
54264;54264;12;QOMDGXCAFFCNAXKFGDY
54265;54265;31;PTEOV
54266;54266;38;YVTEMAIOWZZREQEN
54267;54267;42;ZEBZDO
54268;54268;26;LXUBEXPPB
54269;54269;39;MPKTGW
54270;54270;29;PWZSSZIKJUQQXGN
54271;54271;2;KZZQLETWRUWIUGNXLNN
54272;54272;8;CSTKERHITFSZFUAWBPA
54273;54273;43;FCBKPXJ
54274;54274;7;NWAED
54275;54275;39;TTFLOHRSCFPLFNZTGGXA
54276;54276;35;QYOFSFYHIUBSZNVINE
54277;54277;16;BTIQFBDZWGWHDPCX
54278;54278;39;LSBYRXQLQAQCJUGAJNZ
54279;54279;31;HQIEB
54280;54280;36;KQYZPWZKTIPQTAEIPKTC
54281;54281;36;HXTKNTTYZSYL
54282;54282;45;ZDMVY
54283;54283;45;JOYJWWTURHMMV
54284;54284;40;EOFNUAMZSO
54285;54285;37;HNDQCPBCKVJVYTNPYTB
54286;54286;50;OXIXSPDOINCPXBNOX
54287;54287;16;CDEGI
54288;54288;42;NMVDTNWMIWWJGGIAUQ
54289;54289;40;FSEJX
54290;54290;14;GELNEXPBJ
54291;54291;35;QYZYJBSLNOZBJ
54292;54292;6;MBYOTXWBVHVRFIIC
54293;54293;4;XUFBCKBFYEEY
54294;54294;40;NZMCTEHTPZQNELUDK
54295;54295;26;EUYZEUE
54296;54296;24;AHVOWL
54297;54297;31;DMRJEPUAT
54298;54298;2;XLWQJXAETZJ
54299;54299;42;GSRTFSJHMA
54300;54300;23;MCETREIBGA
54301;54301;8;JSRKQJIE
54302;54302;15;LKTUFQQSIRGFHFZP
54303;54303;27;EGUDVFNCXBVBHWFJ
54304;54304;16;DDVEYAVJLPMB
54305;54305;20;HXDZEBOIMOKDLAXQ
54306;54306;44;FTDNJVXZNYYJF
54307;54307;31;TQPSK
54308;54308;48;IDGTBUUECT
54309;54309;50;ZLUGSHYJZJ
54310;54310;13;DJRYJVRHT
54311;54311;17;HFUIXSHCKGTGUGZJG
54312;54312;25;HTTBVSPTYPH
54313;54313;11;RUIJKS
54314;54314;30;HWSZPIKHGBUBMR
54315;54315;39;TUCWVUVTCUULQPUII
54316;54316;33;ZMPBZNHQMYBCKW
54317;54317;39;SPNAQYIWCVKIET
54318;54318;15;VBOZFJTTQRWHZP
54319;54319;11;DTLTAWJDAQYBANFKEGI
54320;54320;2;NCULDXGYGTQBPN
54321;54321;7;FTXYSUTIAROLWDMN
54322;54322;42;PGGOFEWOP
54323;54323;29;YFPJHRGMY
54324;54324;24;ZTARDVESWXSGZ
54325;54325;31;NKUHNOTVYSZZBSV
54326;54326;18;JGUAWVHOID
54327;54327;32;KKDKOMQTOPBRNRWD
54328;54328;1;NGZNERZ
54329;54329;45;FAGNLONSDCARDPMY
54330;54330;40;MVEIKEESH
54331;54331;34;WUWISSAQ
54332;54332;31;JGULJ
54333;54333;4;PWLQHFNBU
54334;54334;6;OOWZRRY
54335;54335;14;AWVEKPEVW
54336;54336;47;DZNSPOSND
54337;54337;44;ZSALFYLQU
54338;54338;24;NEWSUAAW
54339;54339;34;YOFNIIFNE
54340;54340;27;DJTCWVTTSKRIYLXB
54341;54341;37;LXBZXT
54342;54342;49;GYFVV
54343;54343;18;ATAKTFGXTQQXIHCIROC
54344;54344;44;XGZEKYZEIJ
54345;54345;7;NWBGPOXMW
54346;54346;16;IHFMIEWGDP
54347;54347;20;RTRHKLCFTBQIT
